"","ego","alter","alter_type","q1.years.known.eiq","q2.years.worked.with.eiq","q3a.wk.relationship.eiq","q3b.wk.relationship.other.eiq","q4a.work.interaction.freq.eiq","q4b.personal.interaction.freq.eiq","q5a.likely.discuss.env.issues.eiq","q5b.likely.discuss.env.issues.exp.eiq","q6a.likely.discuss.econ.issues.eiq","q6b.likely.discuss.econ.issues.exp.eiq","q7a.likely.discuss.comm.issues.eiq","q7b.likely.discuss.comm.issues.exp.eiq","q8a.likely.discuss.gvmtresources.issues.eiq","q8b.likely.discuss.gvmtresources.issues.exp.eiq","q9a.likely.discuss.fedagency.issues.eiq","q9b.likely.discuss.fedagency.issues.exp.eiq","q10.difficulty.selling.catch.eiq","q11.indiv.contact.agency.eiq","q12a.related.indiv.eiq","q12b.related.descriptor.eiq","q12c.related.descriptor.other.eiq","q13.positive.wk.relationship.eiq","q14.wk.relationship.quality.eiq","q15.sust.industry.contribution.eiq","q16.trust.level.eiq","q17.willingness.to.wk.with.eiq"
"429","Ortiz, Cristal","Gallegos, Brandon","Shared-Profession",9,3,"Colleague","N/A","Weekly","A few times per month",7,"Explain why (not) discuss environmental issues",9,"Explain why (not) discuss economic issues",10,"Explain why (not) discuss communication issues",4,"Explain why (not) discuss government resource availability issues",5,"Explain why (not) discuss federal agency issues","Yes","Yes","No","N/A","N/A","Agree",8,"Strongly disagree",6,10
"430","Mclean, Tyler","Puckett, Suzanna","Out-Network",7,2,"Other (please specify)","Professional relationship explanation","A few times per month","Weekly",5,"Explain why (not) discuss environmental issues",2,"Explain why (not) discuss economic issues",7,"Explain why (not) discuss communication issues",9,"Explain why (not) discuss government resource availability issues",10,"Explain why (not) discuss federal agency issues","No","Yes","Yes","Parent","N/A","Neither agree nor disagree",4,"Disagree",1,8
"431","Mclean, Tyler","Carey, Eric","Shared-Profession",15,1,"Colleague","N/A","Daily","Bi-weekly (every other week)",2,"Explain why (not) discuss environmental issues",3,"Explain why (not) discuss economic issues",3,"Explain why (not) discuss communication issues",7,"Explain why (not) discuss government resource availability issues",5,"Explain why (not) discuss federal agency issues","No","Yes","Yes","Cousin","N/A","Agree",9,"Strongly agree",2,5
"432","Mclean, Tyler","White, Lucas","Shared-Profession",28,7,"Colleague","N/A","Monthly","Monthly",10,"Explain why (not) discuss environmental issues",5,"Explain why (not) discuss economic issues",2,"Explain why (not) discuss communication issues",9,"Explain why (not) discuss government resource availability issues",5,"Explain why (not) discuss federal agency issues","No","Yes","No","N/A","N/A","Neither agree nor disagree",8,"Neither agree nor disagree",4,4
"433","Abukar, Janika","Havlik, Justin","Out-Network",14,1,"Other (please specify)","Professional relationship explanation","Bi-weekly (every other week)","A few times per week",1,"Explain why (not) discuss environmental issues",5,"Explain why (not) discuss economic issues",6,"Explain why (not) discuss communication issues",7,"Explain why (not) discuss government resource availability issues",5,"Explain why (not) discuss federal agency issues","Yes","Yes","Yes","Child","N/A","Strongly agree",4,"Strongly agree",0,8
"434","Abukar, Janika","Marks, Jared","Out-Network",22,8,"Employer","N/A","A few times per week","A few times per week",0,"Explain why (not) discuss environmental issues",1,"Explain why (not) discuss economic issues",7,"Explain why (not) discuss communication issues",10,"Explain why (not) discuss government resource availability issues",4,"Explain why (not) discuss federal agency issues","No","No","Yes","Child","N/A","Neither agree nor disagree",7,"Neither agree nor disagree",7,4
"435","Abukar, Janika","Ison, Dashanae","Shared-Profession",23,2,"Colleague","N/A","Weekly","A few times per week",10,"Explain why (not) discuss environmental issues",8,"Explain why (not) discuss economic issues",9,"Explain why (not) discuss communication issues",5,"Explain why (not) discuss government resource availability issues",5,"Explain why (not) discuss federal agency issues","Yes","No","No","N/A","N/A","Agree",2,"Agree",8,10
"436","Abukar, Janika","Perez, Lizeth","Shared-Profession",1,1,"Colleague","N/A","Monthly","Weekly",10,"Explain why (not) discuss environmental issues",6,"Explain why (not) discuss economic issues",9,"Explain why (not) discuss communication issues",9,"Explain why (not) discuss government resource availability issues",2,"Explain why (not) discuss federal agency issues","No","Yes","No","N/A","N/A","Agree",2,"Agree",9,8
"437","Abukar, Janika","Robbs, Moses","Shared-Profession",4,3,"Colleague","N/A","Monthly","Bi-weekly (every other week)",4,"Explain why (not) discuss environmental issues",0,"Explain why (not) discuss economic issues",5,"Explain why (not) discuss communication issues",0,"Explain why (not) discuss government resource availability issues",7,"Explain why (not) discuss federal agency issues","Yes","Yes","No","N/A","N/A","Strongly disagree",10,"Disagree",6,1
"438","Salas, Cristian","Mcginn, Gadge","Shared-Profession",26,19,"Colleague","N/A","Less than once per month","A few times per month",6,"Explain why (not) discuss environmental issues",0,"Explain why (not) discuss economic issues",5,"Explain why (not) discuss communication issues",6,"Explain why (not) discuss government resource availability issues",10,"Explain why (not) discuss federal agency issues","Yes","No","No","N/A","N/A","Strongly agree",9,"Strongly disagree",7,0
"439","Fine, Brandon","Park, Isaac","Out-Network",29,17,"Other (please specify)","Professional relationship explanation","A few times per month","Daily",7,"Explain why (not) discuss environmental issues",9,"Explain why (not) discuss economic issues",5,"Explain why (not) discuss communication issues",4,"Explain why (not) discuss government resource availability issues",3,"Explain why (not) discuss federal agency issues","Yes","No","Yes","Cousin","N/A","Agree",9,"Strongly agree",7,7
"440","Fine, Brandon","Russell, Tianna","Shared-Profession",17,5,"Colleague","N/A","Daily","Less than once per month",0,"Explain why (not) discuss environmental issues",4,"Explain why (not) discuss economic issues",6,"Explain why (not) discuss communication issues",1,"Explain why (not) discuss government resource availability issues",0,"Explain why (not) discuss federal agency issues","No","Yes","No","N/A","N/A","Disagree",4,"Neither agree nor disagree",3,6
"441","Fine, Brandon","O'Donnell, Tyler","Shared-Profession",4,1,"Colleague","N/A","Monthly","Bi-weekly (every other week)",3,"Explain why (not) discuss environmental issues",10,"Explain why (not) discuss economic issues",7,"Explain why (not) discuss communication issues",4,"Explain why (not) discuss government resource availability issues",0,"Explain why (not) discuss federal agency issues","Yes","Yes","Yes","Cousin","N/A","Strongly disagree",5,"Disagree",3,6
"442","Radebaugh, Angel","Trujillo, Eiricka","Shared-Profession",29,18,"Colleague","N/A","Weekly","Weekly",2,"Explain why (not) discuss environmental issues",5,"Explain why (not) discuss economic issues",10,"Explain why (not) discuss communication issues",7,"Explain why (not) discuss government resource availability issues",1,"Explain why (not) discuss federal agency issues","Yes","No","Yes","Other (please specify)","Explain","Agree",3,"Strongly disagree",9,2
"443","Radebaugh, Angel","Moncallo, Jaime","Shared-Profession",21,4,"Colleague","N/A","A few times per month","Weekly",3,"Explain why (not) discuss environmental issues",8,"Explain why (not) discuss economic issues",8,"Explain why (not) discuss communication issues",6,"Explain why (not) discuss government resource availability issues",3,"Explain why (not) discuss federal agency issues","No","Yes","No","N/A","N/A","Strongly disagree",7,"Disagree",2,9
"444","Radebaugh, Angel","Hastings, Savanah","Shared-Profession",17,12,"Colleague","N/A","Weekly","Bi-weekly (every other week)",4,"Explain why (not) discuss environmental issues",0,"Explain why (not) discuss economic issues",8,"Explain why (not) discuss communication issues",2,"Explain why (not) discuss government resource availability issues",2,"Explain why (not) discuss federal agency issues","No","Yes","Yes","Other (please specify)","Explain","Strongly agree",3,"Neither agree nor disagree",3,5
"445","Radebaugh, Angel","Perez, Karen","Shared-Profession",9,3,"Colleague","N/A","Weekly","Monthly",1,"Explain why (not) discuss environmental issues",6,"Explain why (not) discuss economic issues",9,"Explain why (not) discuss communication issues",1,"Explain why (not) discuss government resource availability issues",3,"Explain why (not) discuss federal agency issues","Yes","Yes","Yes","Child","N/A","Agree",9,"Strongly disagree",0,1
"446","Radebaugh, Angel","Hughes, Kebrina","Shared-Profession",17,15,"Colleague","N/A","A few times per week","Monthly",6,"Explain why (not) discuss environmental issues",8,"Explain why (not) discuss economic issues",6,"Explain why (not) discuss communication issues",10,"Explain why (not) discuss government resource availability issues",6,"Explain why (not) discuss federal agency issues","No","Yes","Yes","Other (please specify)","Explain","Agree",5,"Agree",0,5
"447","Quiroz, Adrian","Rohrbouck, Caleb","Shared-Profession",30,23,"Colleague","N/A","Weekly","Daily",7,"Explain why (not) discuss environmental issues",8,"Explain why (not) discuss economic issues",7,"Explain why (not) discuss communication issues",8,"Explain why (not) discuss government resource availability issues",1,"Explain why (not) discuss federal agency issues","No","Yes","Yes","Cousin","N/A","Agree",1,"Neither agree nor disagree",6,1
"448","Quiroz, Adrian","Orendorf, James","Shared-Profession",29,27,"Colleague","N/A","Less than once per month","Weekly",4,"Explain why (not) discuss environmental issues",9,"Explain why (not) discuss economic issues",2,"Explain why (not) discuss communication issues",8,"Explain why (not) discuss government resource availability issues",8,"Explain why (not) discuss federal agency issues","Yes","Yes","Yes","Cousin","N/A","Strongly agree",5,"Agree",0,2
"449","Quiroz, Adrian","Stokes, Robert","Shared-Profession",9,1,"Colleague","N/A","Bi-weekly (every other week)","Daily",2,"Explain why (not) discuss environmental issues",2,"Explain why (not) discuss economic issues",1,"Explain why (not) discuss communication issues",4,"Explain why (not) discuss government resource availability issues",8,"Explain why (not) discuss federal agency issues","Yes","Yes","No","N/A","N/A","Strongly disagree",3,"Disagree",6,0
"450","Quiroz, Adrian","Kalscheur, Madalyn","Shared-Profession",25,8,"Colleague","N/A","A few times per week","Monthly",4,"Explain why (not) discuss environmental issues",5,"Explain why (not) discuss economic issues",2,"Explain why (not) discuss communication issues",6,"Explain why (not) discuss government resource availability issues",5,"Explain why (not) discuss federal agency issues","No","Yes","No","N/A","N/A","Strongly disagree",9,"Neither agree nor disagree",10,6
"451","Nixon, Tessa","Chen, Selina","Out-Network",7,2,"Other (please specify)","Professional relationship explanation","A few times per month","A few times per month",7,"Explain why (not) discuss environmental issues",1,"Explain why (not) discuss economic issues",4,"Explain why (not) discuss communication issues",10,"Explain why (not) discuss government resource availability issues",6,"Explain why (not) discuss federal agency issues","Yes","No","Yes","Child","N/A","Disagree",0,"Strongly agree",1,6
"452","Nixon, Tessa","Shields, Audreon","Shared-Profession",12,4,"Colleague","N/A","A few times per week","Bi-weekly (every other week)",10,"Explain why (not) discuss environmental issues",9,"Explain why (not) discuss economic issues",5,"Explain why (not) discuss communication issues",0,"Explain why (not) discuss government resource availability issues",8,"Explain why (not) discuss federal agency issues","Yes","No","Yes","Parent","N/A","Strongly agree",8,"Neither agree nor disagree",10,8
"453","Nixon, Tessa","Ulibarri, Luisa","Shared-Profession",9,8,"Colleague","N/A","Bi-weekly (every other week)","Daily",8,"Explain why (not) discuss environmental issues",4,"Explain why (not) discuss economic issues",6,"Explain why (not) discuss communication issues",10,"Explain why (not) discuss government resource availability issues",10,"Explain why (not) discuss federal agency issues","No","Yes","Yes","Other (please specify)","Explain","Strongly disagree",3,"Strongly agree",2,8
"454","Nixon, Tessa","King, Brendon","Shared-Profession",17,16,"Colleague","N/A","A few times per month","A few times per week",9,"Explain why (not) discuss environmental issues",10,"Explain why (not) discuss economic issues",0,"Explain why (not) discuss communication issues",3,"Explain why (not) discuss government resource availability issues",8,"Explain why (not) discuss federal agency issues","Yes","No","Yes","Parent","N/A","Neither agree nor disagree",1,"Agree",6,5
"455","Nixon, Tessa","Galassini, Darin","Shared-Profession",21,20,"Colleague","N/A","Less than once per month","Monthly",8,"Explain why (not) discuss environmental issues",8,"Explain why (not) discuss economic issues",4,"Explain why (not) discuss communication issues",10,"Explain why (not) discuss government resource availability issues",6,"Explain why (not) discuss federal agency issues","Yes","No","No","N/A","N/A","Strongly agree",5,"Disagree",6,1
"456","Nixon, Tessa","Hope, Elli","Shared-Profession",9,5,"Colleague","N/A","Monthly","A few times per week",2,"Explain why (not) discuss environmental issues",3,"Explain why (not) discuss economic issues",5,"Explain why (not) discuss communication issues",9,"Explain why (not) discuss government resource availability issues",1,"Explain why (not) discuss federal agency issues","Yes","No","No","N/A","N/A","Strongly agree",4,"Strongly agree",5,0
